,Fighter,KD,Sig. str. %,Td %,Sub. att,Pass,Rev.,Sig. str. Hits,Sig. str. Attempts,Total str. Hits,Total str. Attempts,Td Hits,Td Attempts,Head Hits,Head Attempts,Body Hits,Body Attempts,Leg Hits,Leg Attempts,Distance Hits,Distance Attempts,Clinch Hits,Clinch Attempts,Ground Hits,Ground Attempts,Fighter.1,KD.1,Sig. str. %.1,Td %.1,Sub. att.1,Pass.1,Rev..1,Sig. str. Hits.1,Sig. str. Attempts.1,Total str. Hits.1,Total str. Attempts.1,Td Hits.1,Td Attempts.1,Head Hits.1,Head Attempts.1,Body Hits.1,Body Attempts.1,Leg Hits.1,Leg Attempts.1,Distance Hits.1,Distance Attempts.1,Clinch Hits.1,Clinch Attempts.1,Ground Hits.1,Ground Attempts.1,rounds,time,format,referee,url
4451,Brock Larson,0,65%,50%,1,2,0,13,20,30,40,1,2,13,20,0,0,0,0,0,2,0,0,13,18,Jesse Sanders,0,0%,0%,0,0,0,0,3,0,3,0,0,0,2,0,0,0,1,0,3,0,0,0,0,1,00:02:01,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/47e17513aae45a95
4452,Tim Credeur,0,23%,0%,7,0,0,9,39,10,40,0,0,6,34,2,4,1,1,7,36,2,3,0,0,Nick Catone,0,51%,100%,0,3,0,19,37,37,56,3,3,14,29,4,7,1,1,8,22,0,0,11,15,2,00:03:45,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/c642640db89fb033
4453,Jorge Rivera,1,60%,50%,0,1,1,29,48,61,85,4,8,13,29,10,12,6,7,7,18,17,21,5,9,Nissen Osterneck,0,50%,12%,1,2,1,35,70,74,110,1,8,11,43,14,16,10,11,10,28,19,28,6,14,3,00:05:00,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/4cffb137402f7bb0
4454,Rob Kimmons,0,46%,0%,2,0,0,7,15,13,21,0,0,5,12,1,2,1,1,4,9,3,6,0,0,Joe Vedepo,0,33%,100%,0,0,0,4,12,12,20,1,1,4,11,0,1,0,0,3,9,1,3,0,0,1,00:01:54,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/a561360edf66ee6f
4455,Aaron Simpson,1,59%,100%,0,0,0,16,27,27,40,1,1,11,22,3,3,2,2,3,5,2,2,11,20,Tim McKenzie,0,25%,0%,0,0,0,1,4,2,5,0,0,1,4,0,0,0,0,1,4,0,0,0,0,1,00:01:40,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/ddc233f8ca7c05aa
4456,Rampage Jackson,2,37%,66%,0,1,0,56,151,80,176,2,3,44,138,4,5,8,8,43,127,9,15,4,9,Keith Jardine,0,34%,0%,0,0,0,64,184,65,185,0,3,32,145,12,15,20,24,53,165,11,19,0,0,3,00:05:00,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/011d818ec9bb3de6
4457,Shane Carwin,1,40%,0%,0,0,0,4,10,4,10,0,0,4,10,0,0,0,0,2,8,0,0,2,2,Gabriel Gonzaga,0,62%,100%,0,1,0,5,8,7,10,1,1,5,8,0,0,0,0,3,5,1,1,1,2,1,00:01:09,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/038c472ae3fd7728
4458,Matt Brown,2,77%,0%,0,0,0,24,31,44,51,0,0,20,26,4,4,0,1,8,12,7,8,9,11,Pete Sell,0,0%,0%,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,00:01:32,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/1df12710cfdb60f4
4459,Matt Hamill,1,48%,0%,0,0,0,23,47,40,64,0,0,18,42,0,0,5,5,20,42,2,4,1,1,Mark Munoz,0,37%,0%,0,0,0,14,37,14,37,0,4,11,32,3,5,0,0,10,31,4,6,0,0,1,00:03:53,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/798ca95afb5875ef
4460,Gray Maynard,0,39%,100%,0,0,0,37,93,59,115,1,1,25,78,11,14,1,1,28,80,5,5,4,8,Jim Miller,0,25%,0%,1,0,0,25,100,28,104,0,8,9,79,7,12,9,9,20,93,5,7,0,0,3,00:05:00,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/789a8911fcd6de13
4461,Tamdan McCrory,0,52%,100%,0,5,0,12,23,20,33,1,1,12,23,0,0,0,0,1,2,0,0,11,21,Ryan Madigan,0,0%,0%,0,0,0,0,2,15,20,0,0,0,1,0,0,0,1,0,2,0,0,0,0,1,00:03:35,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/31535a79c5959be8
4462,Kendall Grove,1,40%,0%,0,0,0,10,25,11,26,0,0,8,20,1,3,1,2,5,17,1,4,4,4,Jason Day,0,24%,0%,0,0,0,6,25,6,25,0,0,4,22,0,1,2,2,3,15,3,10,0,0,1,00:01:32,3 Rnd (5-5-5),Rick Fike,http://ufcstats.com/fight-details/d9d7e8e9149e61b1
4463,Jason Brilz,0,33%,50%,1,6,0,34,103,107,183,4,8,16,80,7,9,11,14,9,66,16,21,9,16,Tim Boetsch,0,41%,0%,0,0,0,27,65,31,70,0,0,22,60,3,3,2,2,21,58,6,7,0,0,3,00:05:00,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/39b79764bbac93cb
4464,Brandon Vera,2,42%,0%,0,0,0,32,75,32,75,0,0,11,49,2,4,19,22,32,75,0,0,0,0,Michael Patt,0,17%,0%,0,0,0,5,28,5,28,0,0,3,25,0,0,2,3,5,28,0,0,0,0,2,00:01:27,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/731a3120fdffa44c
4465,Shane Nelson,1,41%,0%,0,0,0,5,12,5,12,0,0,4,10,1,1,0,1,2,6,0,1,3,5,Aaron Riley,0,44%,0%,0,0,0,4,9,4,9,0,0,0,5,1,1,3,3,4,9,0,0,0,0,1,00:00:44,3 Rnd (5-5-5),Rick Fike,http://ufcstats.com/fight-details/21b02cb26307ac0f
4466,Diego Sanchez,0,47%,25%,1,1,0,91,193,91,193,1,4,75,170,16,23,0,0,89,187,2,6,0,0,Joe Stevenson,0,28%,0%,1,0,1,41,145,43,147,0,4,34,135,6,9,1,1,35,134,5,10,1,1,3,00:05:00,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/56aac937d9f1d13a
4467,Dan Hardy,1,41%,0%,0,0,0,5,12,5,12,0,0,3,9,0,0,2,3,4,11,0,0,1,1,Rory Markham,0,28%,0%,0,0,0,2,7,2,7,0,0,2,6,0,0,0,1,2,7,0,0,0,0,1,00:01:09,3 Rnd (5-5-5),Kevin Mulhall,http://ufcstats.com/fight-details/9379672d351808a3
4468,Nate Marquardt,1,65%,33%,1,1,0,67,102,79,114,2,6,37,69,16,16,14,17,38,63,16,22,13,17,Wilson Gouveia,0,21%,0%,1,0,0,16,74,20,78,0,0,12,68,1,1,3,5,15,68,0,5,1,1,3,00:03:10,3 Rnd (5-5-5),Leon Roberts,http://ufcstats.com/fight-details/c1b0670419fa0894
4469,Demian Maia,0,35%,25%,1,1,0,6,17,6,17,1,4,5,14,1,3,0,0,5,15,0,1,1,1,Chael Sonnen,0,33%,0%,0,0,0,8,24,18,34,0,0,5,20,1,1,2,3,7,21,0,0,1,3,1,00:02:37,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/995d42d9ff422ed1
4470,Paulo Thiago,1,29%,0%,0,0,0,7,24,7,24,0,0,4,21,1,1,2,2,7,24,0,0,0,0,Josh Koscheck,0,27%,0%,0,0,0,8,29,8,29,0,0,6,27,0,0,2,2,8,29,0,0,0,0,1,00:03:29,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/fd05ac3ac2f7d042
4471,Terry Etim,1,44%,100%,0,0,0,19,43,19,43,1,1,8,30,1,2,10,11,17,39,0,0,2,4,Brian Cobb,0,0%,50%,0,0,0,0,13,70,86,2,4,0,12,0,1,0,0,0,13,0,0,0,0,2,00:00:10,3 Rnd (5-5-5),Kevin Mulhall,http://ufcstats.com/fight-details/0bf249717dacc5c3
4472,Junior Dos Santos,2,66%,0%,0,0,0,12,18,12,18,0,0,9,14,2,3,1,1,6,8,4,7,2,3,Stefan Struve,0,0%,0%,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,00:00:54,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/95c229097cd2d7c3
4473,Evan Dunham,1,48%,0%,1,0,0,13,27,14,28,0,0,13,27,0,0,0,0,7,18,0,0,6,9,Per Eklund,0,69%,100%,1,0,0,9,13,14,18,1,1,5,9,3,3,1,1,8,12,0,0,1,1,1,00:02:13,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/d89b849df7bff79b
4474,Mike Ciesnolevicz,0,0%,0%,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Neil Grove,0,0%,0%,1,1,0,0,3,2,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,1,00:01:03,3 Rnd (5-5-5),Leon Roberts,http://ufcstats.com/fight-details/0d395cb5d91f811f
4475,Paul Kelly,0,37%,33%,0,0,1,71,190,192,327,2,6,43,157,16,19,12,14,34,113,22,40,15,37,Troy Mandaloniz,1,46%,100%,0,5,0,38,82,44,88,4,4,31,71,4,7,3,4,26,56,9,19,3,7,3,00:05:00,3 Rnd (5-5-5),Kevin Mulhall,http://ufcstats.com/fight-details/cdfaa6f4154a0ee9
4476,Joe Lauzon,0,64%,100%,4,9,1,11,17,32,38,2,2,10,16,1,1,0,0,2,6,1,2,8,9,Jeremy Stephens,0,40%,100%,0,1,1,15,37,25,47,1,1,12,33,2,2,1,2,4,13,2,2,9,22,2,00:04:43,3 Rnd (5-5-5),Troy Waugh,http://ufcstats.com/fight-details/83c5a944258d2332
4477,Cain Velasquez,0,62%,25%,0,1,0,88,140,124,183,1,4,47,97,17,19,24,24,30,67,48,61,10,12,Denis Stojnic,0,17%,0%,1,0,0,7,39,8,41,0,0,5,36,0,0,2,3,4,34,3,5,0,0,2,00:02:34,3 Rnd (5-5-5),Jorge Ortiz,http://ufcstats.com/fight-details/2d80f60b67791b97
4478,Josh Neer,0,47%,0%,3,1,0,46,96,68,119,0,0,29,76,12,15,5,5,12,41,22,36,12,19,Mac Danzig,1,50%,0%,0,1,1,33,66,62,100,0,1,23,53,7,9,3,4,20,44,11,15,2,7,2,00:03:36,3 Rnd (5-5-5),Jorge Alonso,http://ufcstats.com/fight-details/df7f3c60c523ca55
4479,Anthony Johnson,1,44%,0%,0,0,0,21,47,32,62,0,0,10,30,2,5,9,12,12,38,4,4,5,5,Luigi Fioravanti,0,52%,0%,0,0,0,12,23,13,24,0,1,6,13,2,3,4,7,11,21,1,2,0,0,1,00:04:39,3 Rnd (5-5-5),Troy Waugh,http://ufcstats.com/fight-details/868833557ae90877
4480,Kurt Pellegrino,0,27%,20%,1,3,0,16,58,27,69,1,5,10,49,4,6,2,3,12,54,1,1,3,3,Rob Emerson,0,27%,40%,0,0,0,21,77,24,80,2,5,13,67,1,2,7,8,17,68,1,1,3,8,2,00:03:14,3 Rnd (5-5-5),Jorge Ortiz,http://ufcstats.com/fight-details/0a1f2e1f9d91bc9a
4481,Dan Miller,0,33%,0%,2,0,1,2,6,4,8,0,0,2,6,0,0,0,0,0,4,1,1,1,1,Jake Rosholt,0,50%,50%,0,0,0,2,4,5,7,1,2,2,4,0,0,0,0,1,2,0,0,1,2,1,00:01:03,3 Rnd (5-5-5),Jorge Alonso,http://ufcstats.com/fight-details/14c3447726332f2b
4482,Matt Veach,1,41%,33%,0,0,0,12,29,22,40,1,3,11,27,0,1,1,1,5,13,5,10,2,6,Matt Grice,1,60%,0%,1,2,0,29,48,51,72,0,0,26,45,2,2,1,1,6,15,9,15,14,18,1,00:04:34,3 Rnd (5-5-5),Troy Waugh,http://ufcstats.com/fight-details/6a663c04dfe5b88e
4483,Gleison Tibau,0,70%,66%,1,5,0,7,10,22,26,2,3,5,8,0,0,2,2,2,2,3,4,2,4,Rich Clementi,0,11%,0%,0,0,0,1,9,2,10,0,1,0,6,1,2,0,1,0,6,1,3,0,0,1,00:04:35,3 Rnd (5-5-5),Jorge Ortiz,http://ufcstats.com/fight-details/c9721146eba68c2a
4484,Nick Catone,0,87%,100%,2,4,0,21,24,62,67,4,4,21,24,0,0,0,0,1,1,3,4,17,19,Derek Downey,0,100%,16%,0,0,0,2,2,2,2,1,6,0,0,2,2,0,0,0,0,2,2,0,0,2,00:01:15,3 Rnd (5-5-5),Jorge Alonso,http://ufcstats.com/fight-details/26888b89fbd860cf
4485,Matthew Riddle,0,59%,57%,0,7,0,48,81,276,321,4,7,18,45,24,29,6,7,3,19,17,25,28,37,Steve Bruno,0,62%,100%,0,0,0,22,35,40,53,1,1,11,18,1,3,10,14,18,27,4,8,0,0,3,00:05:00,3 Rnd (5-5-5),Troy Waugh,http://ufcstats.com/fight-details/e4420b9812501c17
4486,Georges St-Pierre,0,75%,57%,0,10,0,92,122,310,358,4,7,51,75,28,32,13,15,30,43,23,28,39,51,BJ Penn,0,43%,0%,0,0,0,16,37,63,85,0,1,8,28,4,5,4,4,8,27,8,10,0,0,4,00:05:00,5 Rnd (5-5-5-5-5),Herb Dean,http://ufcstats.com/fight-details/a158e4ff7ea93d43
4487,Lyoto Machida,2,60%,66%,0,1,0,24,40,32,48,2,3,16,29,4,5,4,6,10,20,2,2,12,18,Thiago Silva,0,20%,0%,0,0,0,2,10,19,28,0,2,1,5,1,5,0,0,0,8,2,2,0,0,1,00:04:59,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/41b9240c854b0956
4488,Jon Jones,1,72%,70%,0,4,0,45,62,70,89,7,10,24,35,16,22,5,5,13,23,22,27,10,12,Stephan Bonnar,0,48%,0%,0,0,0,37,76,74,114,0,2,15,46,10,13,12,17,8,39,28,36,1,1,3,00:05:00,3 Rnd (5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/afb9d3476c5caafa
4489,Karo Parisyan,0,51%,16%,1,1,0,24,47,46,70,2,12,13,34,1,1,10,12,7,25,15,20,2,2,Dong Hyun Kim,0,54%,33%,2,2,0,19,35,47,64,2,6,5,20,3,3,11,12,1,16,16,17,2,2,3,00:05:00,3 Rnd (5-5-5),Josh Rosenthal,http://ufcstats.com/fight-details/aa161809e78bef96
4490,Clay Guida,0,49%,36%,1,2,0,49,99,75,127,4,11,15,59,4,9,30,31,21,57,19,29,9,13,Nate Diaz,0,36%,0%,0,0,0,49,135,70,158,0,8,39,120,7,11,3,4,36,117,12,17,1,1,3,00:05:00,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/92e9c53671ac8fe7
4491,Jon Fitch,0,57%,57%,2,4,0,40,70,174,232,4,7,15,40,18,22,7,8,11,27,16,20,13,23,Akihiro Gono,0,35%,0%,0,0,1,7,20,18,32,0,0,1,10,3,6,3,4,4,15,2,3,1,2,3,00:05:00,3 Rnd (5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/c598261fac8cf23a
4492,Thiago Tavares,0,42%,42%,0,0,0,27,64,70,115,3,7,24,60,3,4,0,0,17,44,1,3,9,17,Manvel Gamburyan,0,30%,20%,1,0,0,26,86,66,129,1,5,18,76,3,4,5,6,18,71,3,4,5,11,3,00:05:00,3 Rnd (5-5-5),Josh Rosenthal,http://ufcstats.com/fight-details/e6dd15ef9fd7927e
4493,John Howard,0,51%,100%,2,3,1,21,41,80,106,7,7,13,32,4,4,4,5,10,24,2,4,9,13,Chris Wilson,0,54%,33%,2,0,1,45,82,67,107,2,6,18,47,19,24,8,11,23,49,6,10,16,23,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/08f5bdfe45082ec5
4494,Jake O'Brien,1,29%,81%,0,0,0,25,84,61,122,9,11,25,84,0,0,0,0,17,67,5,9,3,8,Christian Wellisch,0,25%,0%,0,0,0,46,179,67,200,0,1,31,158,3,4,12,17,44,172,2,7,0,0,3,00:05:00,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/1cb28e867dd749b8
4495,Dan Cramer,0,35%,0%,0,0,2,24,68,38,90,0,0,22,66,1,1,1,1,2,3,0,0,22,65,Matt Arroyo,0,64%,40%,5,2,0,16,25,148,164,2,5,10,18,4,5,2,2,4,11,0,2,12,12,3,00:05:00,3 Rnd (5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/fb7d31b36bebc5af
4496,Dan Henderson,0,40%,66%,0,2,0,36,88,43,96,4,6,18,64,3,5,15,19,21,59,4,8,11,21,Rich Franklin,0,40%,0%,0,0,0,39,96,47,106,0,0,14,66,22,27,3,3,31,82,8,13,0,1,3,00:05:00,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/cb7cfa8b9900878f
4497,Mauricio Rua,2,60%,50%,2,1,0,62,102,106,148,1,2,34,69,19,21,9,12,39,72,17,23,6,7,Mark Coleman,0,44%,77%,0,1,0,31,69,71,113,7,9,26,64,4,4,1,1,12,45,7,7,12,17,3,00:04:36,3 Rnd (5-5-5),Kevin Mulhall,http://ufcstats.com/fight-details/396214fd188c2549
4498,Rousimar Palhares,0,51%,70%,0,9,0,18,35,124,168,7,10,17,32,1,3,0,0,5,14,1,2,12,19,Jeremy Horn,0,19%,100%,1,2,0,7,36,22,51,1,1,5,34,1,1,1,1,6,31,0,3,1,2,3,00:05:00,3 Rnd (5-5-5),Leon Roberts,http://ufcstats.com/fight-details/dd5f7a14f5782f79
4499,Alan Belcher,0,32%,0%,1,0,0,9,28,9,28,0,0,3,19,2,5,4,4,8,27,1,1,0,0,Denis Kang,0,47%,60%,1,5,0,26,55,54,85,3,5,17,45,7,8,2,2,16,39,3,4,7,12,2,00:04:36,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/591e7797363a6c89
4500,Marcus Davis,0,35%,0%,0,0,0,59,166,73,180,0,1,29,122,27,40,3,4,53,154,6,12,0,0,Chris Lytle,0,36%,0%,0,0,0,73,198,91,216,0,0,34,150,14,19,25,29,58,167,15,31,0,0,3,00:05:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/e90dd017386025c4
4501,John Hathaway,0,50%,71%,0,3,0,18,36,41,61,5,7,14,32,2,2,2,2,2,3,2,2,14,31,Tom Egan,0,0%,0%,0,0,0,0,1,15,16,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,00:04:36,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/20b84b2cbfb92dc7
4502,Martin Kampmann,1,63%,0%,2,3,0,33,52,51,71,0,1,26,42,6,9,1,1,4,16,6,10,23,26,Alexandre Barros,0,40%,50%,0,1,0,8,20,13,25,1,2,1,12,1,1,6,7,4,15,3,3,1,2,2,00:03:09,3 Rnd (5-5-5),Kevin Mulhall,http://ufcstats.com/fight-details/e9658a79cfaafbb1
4503,Eric Schafer,0,73%,0%,0,3,1,22,30,59,67,0,1,22,30,0,0,0,0,0,0,0,0,22,30,Antonio Mendes,0,60%,0%,0,0,0,3,5,9,11,0,0,2,4,0,0,1,1,2,4,0,0,1,1,1,00:03:35,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/4da34f2980b5c58d
4504,Tomasz Drwal,0,63%,100%,0,0,0,14,22,16,24,1,1,11,19,1,1,2,2,5,8,2,5,7,9,Ivan Serati,0,27%,0%,0,0,0,3,11,4,13,0,2,2,10,0,0,1,1,1,4,2,7,0,0,1,00:02:02,3 Rnd (5-5-5),Leon Roberts,http://ufcstats.com/fight-details/5a3b530c73106c5c
4505,Dennis Siver,1,25%,0%,0,0,0,48,190,57,200,0,1,28,159,2,9,18,22,42,181,6,9,0,0,Nate Mohr,0,47%,50%,0,1,0,48,102,68,125,1,2,17,63,10,13,21,26,42,92,2,2,4,8,3,00:03:45,3 Rnd (5-5-5),Kevin Mulhall,http://ufcstats.com/fight-details/f046dfa306dc7acb
4506,Rashad Evans,0,47%,100%,0,1,0,49,103,51,105,1,1,44,96,1,2,4,5,24,64,0,0,25,39,Forrest Griffin,0,33%,0%,0,0,0,50,149,51,151,0,0,16,100,10,17,24,32,44,141,6,8,0,0,3,00:02:46,5 Rnd (5-5-5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/041dd0fae4650970
4507,Frank Mir,3,36%,100%,0,0,0,37,101,40,106,1,1,30,91,2,3,5,7,25,79,2,3,10,19,Minotauro Nogueira,0,26%,0%,0,0,0,10,38,15,43,0,0,8,35,0,1,2,2,9,35,0,1,1,2,2,00:01:54,5 Rnd (5-5-5-5-5),Herb Dean,http://ufcstats.com/fight-details/02c54d382fb1c347
4508,CB Dollaway,0,47%,100%,0,2,0,9,19,29,40,1,1,8,16,1,3,0,0,3,8,0,2,6,9,Mike Massenzio,1,50%,0%,2,0,0,3,6,8,12,0,0,3,6,0,0,0,0,3,6,0,0,0,0,1,00:03:01,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/b8927a3a2735acb0
4509,Rampage Jackson,1,55%,0%,0,0,0,11,20,11,20,0,1,10,19,0,0,1,1,9,18,0,0,2,2,Wanderlei Silva,0,26%,0%,0,0,0,7,26,7,26,0,0,4,21,0,0,3,5,6,25,1,1,0,0,1,00:03:21,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/c62d5962b99938de
4510,Cheick Kongo,1,77%,100%,0,0,0,34,44,73,84,1,1,23,32,2,2,9,10,6,11,6,6,22,27,Mostapha Al-Turk,0,44%,0%,0,0,0,4,9,7,12,0,7,0,4,1,2,3,3,1,5,3,4,0,0,1,00:04:37,3 Rnd (5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/b3f4583109b429af
4511,Yushin Okami,0,50%,0%,0,0,0,39,77,77,117,0,0,32,70,6,6,1,1,16,44,6,6,17,27,Dean Lister,0,15%,0%,0,0,0,6,39,17,52,0,11,2,33,0,1,4,5,6,36,0,3,0,0,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/4918b7e3600f67a1
4512,Antoni Hardonk,0,77%,0%,2,1,1,46,59,56,70,0,0,34,46,8,8,4,5,4,11,17,21,25,27,Mike Wessel,0,56%,50%,0,3,0,13,23,45,58,3,6,8,17,5,6,0,0,2,5,8,12,3,6,2,00:02:09,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/59e653313c871c3f
4513,Matt Hamill,0,34%,100%,0,1,0,40,115,63,141,1,1,34,107,5,6,1,2,28,99,4,5,8,11,Reese Andy,0,46%,0%,0,0,0,34,73,38,77,0,0,20,54,3,5,11,14,28,60,6,13,0,0,2,00:02:19,3 Rnd (5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/539eff1fe2fb39ba
4514,Brad Blackburn,1,26%,0%,0,0,0,79,296,84,301,0,1,48,254,10,19,21,23,76,291,1,1,2,4,Ryo Chonan,0,34%,0%,0,0,0,63,181,65,183,0,2,31,144,20,23,12,14,62,179,0,1,1,1,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/f27bf6f21410547f
4515,Pat Barry,0,46%,0%,0,0,0,6,13,6,13,0,0,1,6,1,2,4,5,6,13,0,0,0,0,Dan Evensen,0,0%,0%,0,0,0,0,10,0,10,0,1,0,8,0,2,0,0,0,10,0,0,0,0,1,00:02:36,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/8add23232cdb36ee
4516,Efrain Escudero,0,60%,87%,0,5,0,27,45,81,104,7,8,9,22,4,8,14,15,4,13,6,9,17,23,Phillipe Nover,0,36%,0%,2,1,1,20,55,95,132,0,1,9,36,4,9,7,10,11,40,7,11,2,4,3,00:05:00,3 Rnd (5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/86b8419f22f398c0
4517,Ryan Bader,1,50%,0%,0,0,0,15,30,15,30,0,0,9,24,2,2,4,4,12,26,0,0,3,4,Vinny Magalhaes,0,20%,0%,0,0,0,4,20,4,20,0,0,1,14,3,5,0,1,4,20,0,0,0,0,1,00:02:18,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/e65da830a1928fe6
4518,Anthony Johnson,1,54%,100%,0,2,0,35,64,109,148,3,3,15,39,9,12,11,13,23,38,0,0,12,26,Kevin Burns,0,37%,0%,2,0,0,17,45,39,67,0,0,7,32,1,3,9,10,17,45,0,0,0,0,3,00:00:28,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/f7cd0a90da3be3b2
4519,Wilson Gouveia,1,64%,0%,0,1,0,18,28,24,39,0,0,17,26,0,0,1,2,4,10,0,0,14,18,Jason MacDonald,0,46%,25%,0,0,0,6,13,9,16,1,4,0,7,1,1,5,5,2,9,4,4,0,0,1,00:02:18,3 Rnd (5-5-5),Josh Rosenthal,http://ufcstats.com/fight-details/0b58bd40373b1811
4520,Junie Browning,0,49%,100%,2,6,1,31,63,38,71,2,2,21,50,5,6,5,7,25,48,3,7,3,8,David Kaplan,0,41%,100%,1,0,1,12,29,14,32,2,2,5,17,3,4,4,8,8,22,4,7,0,0,2,00:01:32,3 Rnd (5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/ec8ad2966a6816b3
4521,Krzysztof Soszynski,0,38%,0%,1,4,0,19,50,38,69,0,0,16,47,2,2,1,1,9,33,4,8,6,9,Shane Primm,0,26%,20%,0,0,0,7,26,12,31,1,5,2,19,4,6,1,1,1,14,6,12,0,0,2,00:03:27,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/edeba52fc9b2855f
4522,Eliot Marshall,0,53%,100%,2,3,0,8,15,13,20,1,1,8,15,0,0,0,0,5,11,2,3,1,1,Jules Bruchez,0,50%,0%,0,0,0,1,2,3,4,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,00:01:27,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/59bd4e83d8f846ee
4523,Tom Lawlor,0,63%,36%,0,2,0,14,22,70,82,7,19,14,22,0,0,0,0,0,0,2,4,12,18,Kyle Kingsbury,0,45%,0%,0,0,0,10,22,101,116,0,0,6,18,3,3,1,1,1,10,5,8,4,4,3,00:05:00,3 Rnd (5-5-5),Josh Rosenthal,http://ufcstats.com/fight-details/09b36c7157770516
4524,Shane Nelson,0,31%,30%,2,4,0,10,32,69,95,3,10,10,32,0,0,0,0,1,9,1,3,8,20,George Roop,0,28%,100%,0,1,0,21,74,93,153,1,1,10,56,8,15,3,3,8,45,9,21,4,8,3,00:05:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/52e07b6540fad19e
4525,Rolando Delgado,1,55%,25%,3,4,0,15,27,44,59,1,4,8,16,7,10,0,1,9,18,0,0,6,9,John Polakowski,0,4%,0%,1,0,0,1,23,4,28,0,0,1,22,0,1,0,0,1,23,0,0,0,0,2,00:02:18,3 Rnd (5-5-5),Josh Rosenthal,http://ufcstats.com/fight-details/bacb62c4f2058fd8
4526,Josh Koscheck,1,37%,0%,0,0,0,6,16,6,16,0,0,6,16,0,0,0,0,5,14,1,2,0,0,Yoshiyuki Yoshida,0,35%,0%,0,0,0,6,17,6,17,0,0,1,6,2,4,3,7,5,15,1,2,0,0,1,00:02:15,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/11c3035dd9104e50
