,Fighter,KD,Sig. str. %,Td %,Sub. att,Pass,Rev.,Sig. str. Hits,Sig. str. Attempts,Total str. Hits,Total str. Attempts,Td Hits,Td Attempts,Head Hits,Head Attempts,Body Hits,Body Attempts,Leg Hits,Leg Attempts,Distance Hits,Distance Attempts,Clinch Hits,Clinch Attempts,Ground Hits,Ground Attempts,Fighter.1,KD.1,Sig. str. %.1,Td %.1,Sub. att.1,Pass.1,Rev..1,Sig. str. Hits.1,Sig. str. Attempts.1,Total str. Hits.1,Total str. Attempts.1,Td Hits.1,Td Attempts.1,Head Hits.1,Head Attempts.1,Body Hits.1,Body Attempts.1,Leg Hits.1,Leg Attempts.1,Distance Hits.1,Distance Attempts.1,Clinch Hits.1,Clinch Attempts.1,Ground Hits.1,Ground Attempts.1,rounds,time,format,referee,url
4375,Todd Duffee,1,80%,0%,0,0,0,4,5,5,6,0,0,4,5,0,0,0,0,1,1,0,0,3,4,Tim Hague,0,0%,0%,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,00:00:07,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/fa0d393a452c0809
4376,Mark Munoz,0,51%,16%,2,2,1,53,102,75,127,2,12,34,81,11,12,8,9,19,56,21,26,13,20,Nick Catone,0,46%,50%,1,4,0,38,82,55,99,3,6,21,63,14,16,3,3,14,51,11,17,13,14,3,00:05:00,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/fd292c2a587bb2f5
4377,Evan Dunham,1,36%,100%,0,0,0,58,161,70,175,1,1,52,154,2,2,4,5,51,141,2,8,5,12,Marcus Aurelio,0,26%,20%,1,2,0,27,102,57,133,3,15,24,99,1,1,2,2,22,84,3,11,2,7,3,00:05:00,3 Rnd (5-5-5),Shawn Gregory,http://ufcstats.com/fight-details/b0958ed411ae9675
4378,BJ Penn,0,60%,33%,1,4,0,57,94,151,189,1,3,32,67,16,18,9,9,13,38,29,38,15,18,Kenny Florian,0,32%,0%,0,0,0,19,58,90,131,0,15,7,40,7,8,5,10,9,42,8,14,2,2,4,00:03:54,5 Rnd (5-5-5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/73a4a092c1850b57
4379,Anderson Silva,3,52%,0%,0,0,0,13,25,13,25,0,0,12,24,1,1,0,0,7,17,1,2,5,6,Forrest Griffin,0,7%,0%,0,0,0,3,42,4,43,0,0,1,35,0,2,2,5,3,40,0,2,0,0,1,00:03:23,3 Rnd (5-5-5),Kevin Mulhall,http://ufcstats.com/fight-details/de495aa2ec1f1e91
4380,Aaron Riley,0,40%,40%,0,1,0,50,122,154,236,2,5,28,96,18,22,4,4,16,74,24,35,10,13,Shane Nelson,0,37%,0%,0,0,0,28,74,80,128,0,5,13,59,14,14,1,1,15,57,13,17,0,0,3,00:05:00,3 Rnd (5-5-5),Kevin Mulhall,http://ufcstats.com/fight-details/6a61d45818534b19
4381,Johny Hendricks,1,46%,0%,0,0,0,7,15,7,15,0,0,7,15,0,0,0,0,2,5,5,5,0,5,Amir Sadollah,0,22%,0%,0,0,0,2,9,2,9,0,0,1,6,0,1,1,2,2,9,0,0,0,0,1,00:00:29,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/28037f9be7e0781a
4382,Ricardo Almeida,0,61%,42%,0,2,0,38,62,70,102,6,14,23,45,10,11,5,6,12,19,4,4,22,39,Kendall Grove,0,40%,0%,2,0,0,25,62,85,127,0,0,13,50,8,8,4,4,4,32,14,20,7,10,3,00:05:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/a9dc59e90779c1e3
4383,Kurt Pellegrino,0,43%,60%,0,6,0,21,48,105,148,3,5,17,42,4,5,0,1,10,20,0,0,11,28,Josh Neer,0,50%,0%,1,0,1,24,48,65,91,0,0,20,42,2,3,2,3,8,31,6,6,10,11,3,00:05:00,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/b71f07f052d0a48b
4384,John Howard,0,51%,71%,1,3,1,19,37,58,78,5,7,5,19,5,6,9,12,8,21,0,0,11,16,Tamdan McCrory,0,23%,33%,1,3,2,11,46,44,83,2,6,8,42,2,3,1,1,5,33,3,3,3,10,3,00:05:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/ef6a0ee848382391
4385,Alessio Sakara,0,28%,0%,0,0,1,24,83,25,84,0,0,18,75,6,8,0,0,22,78,0,0,2,5,Thales Leites,0,21%,33%,0,6,0,22,102,35,120,4,12,15,95,1,1,6,6,14,81,0,2,8,19,3,00:05:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/faec13fd40b6d797
4386,Matthew Riddle,0,70%,28%,2,9,1,47,67,182,222,2,7,29,48,14,15,4,4,2,11,9,13,36,43,Dan Cramer,0,17%,0%,1,0,0,5,28,10,33,0,2,4,27,1,1,0,0,1,19,3,4,1,5,3,00:05:00,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/5a8c92dfbb16d26f
4387,George Sotiropoulos,0,42%,60%,1,8,0,14,33,30,53,3,5,10,29,4,4,0,0,11,22,1,2,2,9,George Roop,0,10%,0%,0,0,1,5,46,22,64,0,0,2,42,2,3,1,1,5,38,0,4,0,4,2,00:01:59,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/8ead66bc1678519b
4388,Jesse Lennox,0,32%,50%,0,0,0,37,114,39,121,1,2,24,94,11,18,2,2,24,93,5,9,8,12,Danillo Villefort,0,37%,50%,1,1,0,43,114,46,118,1,2,18,80,12,19,13,15,30,92,4,11,9,11,3,00:03:37,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/ea9edb20f527b49e
4389,Jon Fitch,0,44%,100%,1,4,0,15,34,127,151,4,4,9,24,2,2,4,8,4,22,3,3,8,9,Paulo Thiago,0,45%,0%,5,0,0,5,11,13,21,0,2,3,9,1,1,1,1,2,7,2,2,1,2,3,00:05:00,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/55833bf5054126e2
4390,Brock Lesnar,0,92%,100%,0,2,0,47,51,74,80,1,1,41,45,4,4,2,2,3,5,0,0,44,46,Frank Mir,0,33%,0%,0,0,0,4,12,4,12,0,0,2,10,1,1,1,1,1,8,3,4,0,0,2,00:01:48,5 Rnd (5-5-5-5-5),Herb Dean,http://ufcstats.com/fight-details/8df2751dcbfa0fa2
4391,Georges St-Pierre,1,46%,83%,1,13,0,59,128,148,225,10,12,35,96,9,12,15,20,44,105,1,1,14,22,Thiago Alves,0,18%,0%,0,0,0,30,162,72,206,0,0,14,133,4,8,12,21,19,132,4,10,7,20,5,00:05:00,5 Rnd (5-5-5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/b0dfb313364a7c80
4392,Dan Henderson,1,29%,0%,0,0,0,29,98,29,98,0,0,17,83,7,10,5,5,20,84,8,13,1,1,Michael Bisping,0,20%,0%,0,0,0,22,109,22,109,0,1,16,100,2,5,4,4,20,105,2,4,0,0,2,00:03:20,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/6d1093a1c31dab94
4393,Yoshihiro Akiyama,0,35%,75%,0,2,0,55,156,70,173,3,4,50,149,2,4,3,3,48,140,1,1,6,15,Alan Belcher,1,48%,0%,0,0,0,76,156,76,156,0,0,39,108,11,15,26,33,67,144,7,9,2,3,3,00:05:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/15705df8ba8dcbe1
4394,Mark Coleman,0,55%,33%,0,3,0,20,36,59,82,3,9,18,34,2,2,0,0,4,12,0,0,16,24,Stephan Bonnar,0,43%,0%,3,1,1,26,60,68,103,0,0,23,55,3,5,0,0,2,21,4,9,20,30,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/f885b95dbb354e3d
4395,Jim Miller,0,40%,85%,1,2,0,37,91,98,157,6,7,24,77,5,6,8,8,15,53,4,4,18,34,Mac Danzig,0,35%,0%,1,1,1,20,57,116,157,0,0,13,49,7,8,0,0,11,44,2,3,7,10,3,00:05:00,3 Rnd (5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/d9c3d7b09d8df3e4
4396,Jon Jones,0,28%,0%,1,0,0,25,87,25,87,0,0,11,63,6,8,8,16,24,86,1,1,0,0,Jake O'Brien,0,16%,0%,0,0,0,11,68,11,68,0,4,11,68,0,0,0,0,11,67,0,1,0,0,2,00:02:43,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/6f6158830b01ea27
4397,Dong Hyun Kim,0,49%,80%,1,1,1,29,59,82,117,4,5,25,55,3,3,1,1,5,19,4,4,20,36,TJ Grant,0,50%,20%,0,0,0,22,44,33,57,1,5,7,23,12,16,3,5,8,27,11,14,3,3,3,00:05:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/b6234bf015c80fc5
4398,Tom Lawlor,0,0%,0%,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,CB Dollaway,0,20%,0%,0,0,0,1,5,4,8,0,0,1,5,0,0,0,0,1,5,0,0,0,0,1,00:00:55,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/f8896b43f4ecf861
4399,Shannon Gugerty,0,10%,100%,2,2,0,1,10,7,20,1,1,1,5,0,3,0,2,0,6,0,3,1,1,Matt Grice,0,50%,0%,0,0,0,4,8,7,11,0,0,0,2,0,0,4,6,1,4,3,4,0,0,1,00:02:36,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/55bcf58be822d115
4400,Diego Sanchez,1,47%,50%,3,1,0,68,144,80,156,1,2,63,138,3,4,2,2,44,107,7,9,17,28,Clay Guida,0,30%,28%,0,0,0,29,96,57,130,2,7,20,85,3,4,6,7,17,64,2,3,10,29,3,00:05:00,3 Rnd (5-5-5),Josh Rosenthal,http://ufcstats.com/fight-details/468d6da7f097e449
4401,James Wilks,0,58%,100%,8,1,0,17,29,33,47,2,2,11,22,2,3,4,4,6,12,9,14,2,3,DaMarques Johnson,0,61%,0%,0,0,0,13,21,26,35,0,0,11,18,1,2,1,1,3,9,4,5,6,7,1,00:04:54,3 Rnd (5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/036bb5b335e93ca8
4402,Chris Lytle,0,40%,0%,0,0,0,101,247,108,254,0,3,65,199,36,48,0,0,93,235,8,12,0,0,Kevin Burns,1,35%,100%,0,1,0,69,195,75,202,1,1,36,155,18,22,15,18,59,177,9,15,1,3,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/4ae231bd909ceddc
4403,Ross Pearson,0,57%,0%,0,0,0,74,129,108,164,0,7,37,84,27,35,10,10,23,57,51,72,0,0,Andre Winner,0,53%,0%,0,0,0,46,86,95,136,0,2,21,54,15,21,10,11,6,39,40,47,0,0,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/1d30430af5257347
4404,Joe Stevenson,0,57%,57%,1,3,1,27,47,49,71,8,14,5,25,4,4,18,18,2,7,5,10,20,30,Nate Diaz,0,20%,50%,4,1,2,6,29,58,86,1,2,4,26,0,1,2,2,4,21,1,5,1,3,3,00:05:00,3 Rnd (5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/11871325db7a13ec
4405,Melvin Guillard,0,26%,25%,0,0,0,13,50,19,56,1,4,4,39,4,6,5,5,9,45,4,5,0,0,Gleison Tibau,0,28%,42%,0,6,0,14,50,72,115,6,14,8,41,3,6,3,3,5,31,5,8,4,11,3,00:05:00,3 Rnd (5-5-5),Josh Rosenthal,http://ufcstats.com/fight-details/a5a5e24f4dd40fbf
4406,Brad Blackburn,0,40%,0%,1,0,0,66,162,66,162,0,1,36,116,11,19,19,27,63,155,3,7,0,0,Edgar Garcia,0,21%,33%,0,0,0,39,185,39,185,1,3,29,173,7,9,3,3,36,181,3,4,0,0,3,00:05:00,3 Rnd (5-5-5),Kim Winslow,http://ufcstats.com/fight-details/08c5dcd426dea606
4407,Tomasz Drwal,1,44%,80%,0,4,0,27,61,37,72,4,5,26,60,0,0,1,1,6,22,9,20,12,19,Mike Ciesnolevicz,0,50%,0%,0,0,0,3,6,3,6,0,1,3,6,0,0,0,0,3,6,0,0,0,0,1,00:04:48,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/0486ad62f7dfd11e
4408,Nick Osipczak,0,46%,100%,1,1,0,14,30,17,33,1,1,3,13,3,7,8,10,1,9,13,20,0,1,Frank Lester,0,36%,0%,0,0,0,8,22,10,24,0,2,1,9,3,6,4,7,2,10,6,12,0,0,1,00:03:40,3 Rnd (5-5-5),Kim Winslow,http://ufcstats.com/fight-details/707d6023b8723c5d
4409,Jason Dent,0,38%,0%,1,0,0,14,36,14,36,0,0,4,25,3,3,7,8,13,33,1,3,0,0,Cameron Dollar,0,38%,0%,0,0,0,24,63,24,63,0,1,18,56,6,7,0,0,24,61,0,2,0,0,1,00:04:46,3 Rnd (5-5-5),Josh Rosenthal,http://ufcstats.com/fight-details/43712d71cec9bde6
4410,Rich Franklin,0,34%,50%,0,2,0,52,150,67,167,1,2,32,125,13,17,7,8,45,136,4,7,3,7,Wanderlei Silva,0,27%,100%,0,0,0,38,137,55,157,1,1,26,118,4,6,8,13,28,119,8,13,2,5,3,00:05:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/fcf3b0d21df10f56
4411,Cain Velasquez,0,54%,70%,2,11,0,29,53,261,320,7,10,23,46,6,7,0,0,2,12,1,2,26,39,Cheick Kongo,0,61%,33%,0,0,0,21,34,42,56,1,3,11,24,8,8,2,2,8,17,9,11,4,6,3,00:05:00,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/09e7db36cd72bf61
4412,Mirko Cro Cop,1,45%,100%,0,0,0,16,35,18,37,1,1,15,34,1,1,0,0,11,23,3,6,2,6,Mostapha Al-Turk,0,28%,0%,0,0,0,7,25,7,25,0,2,2,19,0,0,5,6,7,25,0,0,0,0,1,00:03:06,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/3b44d0179f94726c
4413,Mike Swick,1,28%,100%,1,1,0,10,35,75,108,1,1,8,32,2,3,0,0,4,18,4,11,2,6,Ben Saunders,0,54%,0%,0,0,0,17,31,29,43,0,1,1,10,11,15,5,6,5,14,12,17,0,0,2,00:03:47,3 Rnd (5-5-5),Leon Roberts,http://ufcstats.com/fight-details/df28f8cb5a12ec8e
4414,Spencer Fisher,0,72%,50%,0,1,0,62,85,77,100,1,2,12,31,41,43,9,11,10,22,40,51,12,12,Caol Uno,0,51%,20%,0,3,1,24,47,51,77,3,15,12,33,3,4,9,10,7,22,9,12,8,13,3,00:05:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/cfacff39c9f3b2f9
4415,Dan Hardy,1,45%,100%,0,0,0,28,61,73,109,1,1,14,43,7,10,7,8,12,33,10,15,6,13,Marcus Davis,0,46%,33%,3,2,0,19,41,104,133,2,6,11,29,4,8,4,4,12,30,3,5,4,6,3,00:05:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/11ca5d09db47708b
4416,Terry Etim,0,54%,0%,3,1,1,27,50,31,54,0,0,13,33,4,7,10,10,16,34,11,15,0,1,Justin Buchholz,1,34%,0%,0,0,0,23,66,43,86,0,1,18,56,3,3,2,7,9,38,7,8,7,20,2,00:02:38,3 Rnd (5-5-5),Leon Roberts,http://ufcstats.com/fight-details/0d09e95e85efad69
4417,Dennis Siver,0,34%,0%,2,2,0,8,23,16,31,0,0,4,18,0,0,4,5,6,20,0,0,2,3,Dale Hartt,0,31%,100%,0,1,0,5,16,5,16,1,1,1,12,0,0,4,4,5,16,0,0,0,0,1,00:03:23,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/bb0794053766a866
4418,Paul Taylor,0,45%,0%,0,3,0,46,102,80,136,0,0,16,55,1,8,29,39,42,92,1,2,3,8,Peter Sobotta,0,46%,28%,0,0,0,18,39,19,40,2,7,5,22,4,5,9,12,17,38,1,1,0,0,3,00:05:00,3 Rnd (5-5-5),Leon Roberts,http://ufcstats.com/fight-details/83314e1ed6f7d94e
4419,Paul Kelly,0,43%,100%,2,4,2,32,74,90,134,1,1,27,68,2,2,3,4,2,22,0,1,30,51,Rolando Delgado,0,50%,20%,3,3,1,14,28,42,59,1,5,6,16,6,9,2,3,10,24,2,2,2,2,3,00:05:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/cd45a78028039f53
4420,Stefan Struve,0,66%,0%,7,1,1,4,6,37,43,0,1,1,2,3,4,0,0,3,5,1,1,0,0,Denis Stojnic,0,26%,0%,0,0,0,16,60,36,85,0,0,14,58,2,2,0,0,0,5,0,1,16,54,2,00:02:37,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/440936f9db783997
4421,John Hathaway,0,36%,40%,3,3,1,31,85,102,159,4,10,9,53,12,20,10,12,14,56,14,23,3,6,Rick Story,0,31%,100%,5,1,3,21,67,47,94,4,4,9,50,11,16,1,1,11,45,5,9,5,13,3,00:05:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/f25d324841223f26
4422,Lyoto Machida,3,60%,0%,0,0,0,28,46,37,58,0,2,17,33,5,7,6,6,24,37,2,4,2,5,Rashad Evans,0,16%,0%,0,0,0,4,24,5,26,0,0,2,20,1,1,1,3,4,23,0,1,0,0,2,00:03:57,5 Rnd (5-5-5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/15750dc75b7426f3
4423,Matt Hughes,0,58%,60%,0,4,0,34,58,79,106,3,5,14,37,18,18,2,3,11,28,5,6,18,24,Matt Serra,1,34%,100%,0,1,0,14,41,36,63,1,1,9,28,3,11,2,2,10,34,1,1,3,6,3,00:05:00,3 Rnd (5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/d1e144ce44599f3a
4424,Drew McFedries,2,66%,0%,0,0,0,8,12,8,12,0,0,8,12,0,0,0,0,2,3,3,3,3,6,Xavier Foupa-Pokam,0,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,00:00:37,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/62fbd9d089a9a306
4425,Chael Sonnen,0,59%,60%,0,2,0,36,61,133,166,3,5,26,51,2,2,8,8,8,12,0,0,28,49,Dan Miller,0,42%,0%,2,0,0,9,21,32,46,0,0,6,16,2,3,1,2,6,16,3,5,0,0,3,00:05:00,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/1e87e0e4da55c92f
4426,Frankie Edgar,0,38%,14%,1,0,0,74,191,76,193,1,7,44,152,22,25,8,14,68,184,6,7,0,0,Sean Sherk,0,13%,33%,0,0,0,27,204,30,207,1,3,22,197,3,5,2,2,25,198,2,6,0,0,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/eb23f3574b656624
4427,Brock Larson,0,40%,100%,1,2,0,4,10,13,19,1,1,2,8,2,2,0,0,0,3,0,0,4,7,Mike Pyle,0,25%,0%,0,0,0,1,4,3,6,0,0,1,1,0,0,0,3,0,3,1,1,0,0,1,00:03:06,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/b9be472f456cac79
4428,Tim Hague,0,0%,100%,1,1,0,0,5,2,8,1,1,0,5,0,0,0,0,0,5,0,0,0,0,Pat Barry,0,27%,0%,0,0,0,3,11,3,11,0,0,3,11,0,0,0,0,3,11,0,0,0,0,1,00:01:42,3 Rnd (5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/f1423b63d81c88ea
4429,Kyle Bradley,0,63%,100%,0,0,0,7,11,7,11,1,1,4,7,3,4,0,0,3,6,1,1,3,4,Phillipe Nover,0,27%,0%,0,0,0,3,11,3,11,0,0,1,7,1,1,1,3,2,10,1,1,0,0,1,00:01:03,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/b4bf090eb5c57903
4430,Krzysztof Soszynski,1,36%,0%,0,0,0,18,50,18,50,0,0,15,46,0,1,3,3,14,46,2,2,2,2,Andre Gusmao,0,51%,0%,0,0,0,17,33,18,34,0,0,3,13,8,14,6,6,13,28,4,5,0,0,1,00:03:17,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/dd400f38c483f629
4431,Yoshiyuki Yoshida,0,66%,0%,1,1,1,4,6,4,6,0,0,0,1,4,4,0,1,0,2,4,4,0,0,Brandon Wolff,0,40%,0%,0,0,0,2,5,4,7,0,1,0,3,2,2,0,0,1,4,1,1,0,0,1,00:02:24,3 Rnd (5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/54d14f98d4a83def
4432,George Roop,0,27%,0%,0,0,0,62,226,133,302,0,0,47,201,7,16,8,9,57,218,3,6,2,2,David Kaplan,0,47%,35%,0,2,0,50,105,98,158,5,14,10,55,5,8,35,42,48,101,1,3,1,1,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/5060770f197e2147
4433,Anderson Silva,0,67%,0%,0,0,0,94,139,106,155,0,0,35,71,8,11,51,57,66,106,4,4,24,29,Thales Leites,0,18%,7%,0,1,0,10,54,18,64,1,14,3,42,1,5,6,7,10,51,0,1,0,2,5,00:05:00,5 Rnd (5-5-5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/7291a111058dbf0e
4434,Sam Stout,1,33%,0%,0,1,1,62,186,87,219,0,0,31,149,22,24,9,13,52,165,6,9,4,12,Matt Wiman,0,44%,36%,2,1,0,46,104,61,119,4,11,30,82,6,10,10,12,41,96,2,3,3,5,3,00:05:00,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/de84ebe3b8cb8cd3
4435,Mauricio Rua,1,75%,0%,0,0,0,24,32,25,34,0,1,14,22,2,2,8,8,13,21,4,4,7,7,Chuck Liddell,0,21%,100%,0,0,0,8,37,8,37,1,1,8,35,0,0,0,2,7,36,1,1,0,0,1,00:04:28,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/d29dd21d8881a0e0
4436,Krzysztof Soszynski,0,27%,100%,2,4,0,3,11,10,18,2,2,0,5,2,4,1,2,3,9,0,2,0,0,Brian Stann,0,44%,0%,0,0,0,8,18,14,24,0,0,4,13,1,1,3,4,4,13,4,5,0,0,1,00:03:53,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/1f64e532f942ef57
4437,Cheick Kongo,0,63%,66%,0,0,0,53,84,80,117,2,3,24,51,9,9,20,24,16,33,13,13,24,38,Antoni Hardonk,0,45%,0%,0,0,0,9,20,9,20,0,0,1,11,2,3,6,6,9,20,0,0,0,0,2,00:02:29,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/bcba81de8f082768
4438,Luiz Cane,0,39%,0%,0,0,0,87,223,87,223,0,1,66,198,19,23,2,2,82,216,5,7,0,0,Steve Cantwell,0,36%,0%,0,0,0,69,189,69,189,0,0,37,151,16,18,16,20,68,188,1,1,0,0,3,00:05:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/0bf025d86cc2a409
4439,Denis Kang,0,47%,83%,1,7,0,31,65,103,141,5,6,25,55,6,10,0,0,9,34,3,7,19,24,Xavier Foupa-Pokam,0,43%,0%,0,0,1,23,53,32,62,0,0,8,34,12,15,3,4,18,45,4,6,1,2,3,00:05:00,3 Rnd (5-5-5),Philippe Chartier,http://ufcstats.com/fight-details/154da5e0d8541508
4440,Nate Quarry,0,47%,100%,0,1,0,16,34,29,47,1,1,15,33,1,1,0,0,0,1,1,1,15,32,Jason MacDonald,0,100%,0%,0,0,0,1,1,3,5,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,00:02:27,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/793432d042384a02
4441,Ed Herman,0,84%,55%,0,9,0,71,84,189,210,5,9,25,36,46,48,0,0,0,2,18,18,53,64,David Loiseau,0,37%,0%,0,0,0,6,16,8,18,0,0,4,14,2,2,0,0,5,12,1,3,0,1,3,00:05:00,3 Rnd (5-5-5),Philippe Chartier,http://ufcstats.com/fight-details/06142a1de3bbae75
4442,Mark Bocek,0,46%,50%,1,6,0,20,43,45,68,1,2,17,40,2,2,1,1,0,1,4,4,16,38,David Bielkheden,0,80%,0%,0,0,0,4,5,5,6,0,0,0,1,1,1,3,3,1,2,3,3,0,0,1,00:04:57,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/bdb62b661d033fe2
4443,TJ Grant,0,44%,75%,0,7,1,34,76,98,149,3,4,24,63,5,7,5,6,15,49,13,17,6,10,Ryo Chonan,0,41%,100%,0,0,3,31,75,53,101,2,2,27,71,1,1,3,3,13,32,1,3,17,40,3,00:05:00,3 Rnd (5-5-5),Philippe Chartier,http://ufcstats.com/fight-details/226de3e7e71f2b4f
4444,Eliot Marshall,0,26%,0%,0,0,0,44,164,45,165,0,0,23,136,6,13,15,15,44,164,0,0,0,0,Vinny Magalhaes,0,22%,66%,0,3,0,34,148,36,150,2,3,21,126,10,15,3,7,25,125,0,3,9,20,3,00:05:00,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/c6a5ed1127cbc9b9
4445,Martin Kampmann,0,42%,100%,6,3,2,26,61,52,91,5,5,20,53,6,8,0,0,8,31,7,9,11,21,Carlos Condit,0,40%,75%,3,4,0,35,86,71,124,3,4,20,70,13,14,2,2,21,55,6,22,8,9,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/ae68274ab6f78cd8
4446,Ryan Bader,0,42%,71%,2,10,0,24,56,87,122,5,7,17,46,1,4,6,6,9,30,1,3,14,23,Carmelo Marrero,0,20%,0%,0,0,0,9,43,20,55,0,0,6,37,0,3,3,3,8,37,0,4,1,2,3,00:05:00,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/a7d42315236560e9
4447,Tyson Griffin,0,32%,25%,0,0,0,69,213,101,245,1,4,40,174,14,22,15,17,56,190,4,8,9,15,Rafael Dos Anjos,0,19%,0%,3,0,1,26,134,29,137,0,1,18,120,4,8,4,6,23,126,3,8,0,0,3,00:05:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/f1100f1bc6cbb351
4448,Cole Miller,0,18%,0%,1,0,0,3,16,5,18,0,0,1,13,2,3,0,0,2,14,1,2,0,0,Junie Browning,0,33%,0%,0,1,0,1,3,1,3,0,1,0,2,1,1,0,0,1,3,0,0,0,0,1,00:01:58,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/33e576af1d064e4e
4449,Gleison Tibau,0,35%,38%,3,9,0,7,20,46,65,5,13,5,18,1,1,1,1,3,12,2,2,2,6,Jeremy Stephens,0,57%,0%,0,0,0,23,40,40,57,0,0,8,23,9,9,6,8,5,17,14,17,4,6,3,00:05:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/9c7a67ce1d6a01f9
4450,Ricardo Almeida,0,61%,60%,1,3,0,41,67,79,107,9,15,32,56,9,10,0,1,25,43,5,8,11,16,Matt Horwich,0,64%,0%,3,0,0,25,39,52,66,0,2,3,14,13,14,9,11,11,19,14,20,0,0,3,00:05:00,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/4b9203b86f0aa870
